,Country Name,Country Code,Year,Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)","Agriculture, forestry, and fishing, value added (constant LCU)","Agriculture, forestry, and fishing, value added (current LCU)","Agriculture, forestry, and fishing, value added (current US$)","Agriculture, forestry, and fishing, value added per worker (constant 2010 US$)","Air transport, freight (million ton-km)","Air transport, passengers carried","Air transport, registered carrier departures worldwide",Consumer price index (2010 = 100),Employment in agriculture (% of total employment) (modeled ILO estimate),Employment in industry (% of total employment) (modeled ILO estimate),Employment in services (% of total employment) (modeled ILO estimate),Final consumption expenditure (constant 2010 US$),Final consumption expenditure (constant LCU),Final consumption expenditure (current LCU),Final consumption expenditure (current US$),GDP (constant 2010 US$),GDP (constant LCU),GDP (current LCU),GDP (current US$),"GDP, PPP (constant 2011 international $)","GDP, PPP (current international $)",Gross value added at basic prices (GVA) (constant 2010 US$),Gross value added at basic prices (GVA) (constant LCU),Gross value added at basic prices (GVA) (current LCU),Gross value added at basic prices (GVA) (current US$),Households and NPISHs Final consumption expenditure (annual % growth),Households and NPISHs Final consumption expenditure (constant 2010 US$),Households and NPISHs Final consumption expenditure (constant LCU),Households and NPISHs Final consumption expenditure (current LCU),Households and NPISHs Final consumption expenditure (current US$),Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)","Households and NPISHs Final consumption expenditure, PPP (current international $)",Households and NPISHs final consumption expenditure (% of GDP),"Industry (including construction), value added (constant 2010 US$)","Industry (including construction), value added (constant LCU)","Industry (including construction), value added (current LCU)","Industry (including construction), value added (current US$)","Manufacturing, value added (constant 2010 US$)","Manufacturing, value added (constant LCU)","Manufacturing, value added (current LCU)","Manufacturing, value added (current US$)","Official exchange rate (LCU per US$, period average)","Population, total",Pump price for diesel fuel (US$ per liter),Pump price for gasoline (US$ per liter),Rail lines (total route-km),"Railways, goods transported (million ton-km)","Railways, passengers carried (million passenger-km)",Rural population,"Services, value added (constant 2010 US$)","Services, value added (constant LCU)","Services, value added (current LCU)","Services, value added (current US$)","Services, value added per worker (constant 2010 US$)",Urban population,Wholesale price index (2010 = 100)
428,Russian Federation,RUS,1998,100,100,100,1.92967E+12,1.342E+11,13827923751,4913.548389,736.5,15223700,280500,13.7087206,11.68700027,29.12999916,59.18199921,5.13955E+11,2.83245E+13,2.0038E+12,2.06471E+11,8.1302E+11,4.2335E+13,2.6296E+12,2.70953E+11,1.75992E+12,8.06334E+11,7.15934E+11,3.8635E+13,2.3896E+12,2.46224E+11,-3.308605494,3.34334E+11,1.81458E+13,1.5112E+12,1.55714E+11,2264.049333,7.18444E+11,3.81974E+11,57.46881655,2.55915E+11,1.31861E+13,8.926E+11,91973209686,..,..,..,..,9.705083333,147670692,0.18,0.28,86151,1006000,152900,39340949,4.17541E+11,2.30416E+13,1.3628E+12,1.40422E+11,11657.34228,108329743,..
429,Russian Federation,RUS,1999,100,100,100,2.25964E+12,3.174E+11,12891957758,4243.237545,871.7999878,18600400,321400,25.46346791,15.00699997,28.15800095,56.83499908,5.06728E+11,2.79262E+13,3.2857E+12,1.33457E+11,8.65053E+11,4.50445E+13,4.8232E+12,1.95906E+11,1.87255E+12,8.7067E+11,7.5651E+11,4.08247E+13,4.3393E+12,1.76251E+11,-2.863463666,3.2476E+11,1.76262E+13,2.5825E+12,1.04894E+11,2206.035717,6.97871E+11,3.76342E+11,53.54329076,2.80183E+11,1.44365E+13,1.6156E+12,65621445979,..,..,..,..,24.6199,147214392,..,..,86000,1204547,141042,39226747,4.26931E+11,2.35597E+13,2.4063E+12,97737611698,11753.49885,107987645,..
430,Russian Federation,RUS,2000,100,100,100,2.54662E+12,4.202E+11,14937788838,4766.946909,1041.409,17687894,314621,30.75955365,14.49300003,28.40999985,57.09700012,5.36324E+11,2.95573E+13,4.4768E+12,1.59147E+11,9.51558E+11,4.95489E+13,7.3056E+12,2.59708E+11,2.05981E+12,1.00058E+12,8.26946E+11,4.46257E+13,6.5304E+12,2.32151E+11,7.159070188,3.4801E+11,1.88881E+13,3.3743E+12,1.19954E+11,2373.930365,7.47832E+11,4.46841E+11,46.18785589,3.14201E+11,1.61893E+13,2.478E+12,88091006043,..,..,..,..,28.12916667,146596557,0.29,0.33,86075,1373200,167100,39067982,4.57216E+11,2.5231E+13,3.6322E+12,1.29122E+11,12061.94051,107528575,..
431,Russian Federation,RUS,2001,100,100,100,2.83692E+12,5.255E+11,18015083990,6391.157685,897.637,20301199,329935,37.36578521,12.04500008,29.40099907,58.55400085,5.72959E+11,3.15763E+13,5.8868E+12,2.0181E+11,1.00001E+12,5.20719E+13,8.9436E+12,3.06603E+11,2.16469E+12,1.07549E+12,8.67531E+11,4.68159E+13,7.9758E+12,2.73425E+11,9.320451649,3.80446E+11,2.06485E+13,4.4169E+12,1.51419E+11,2606.222305,8.17534E+11,4.97832E+11,49.38615323,3.32333E+11,1.71235E+13,2.8474E+12,97613986973,..,..,..,..,29.168525,145976083,..,..,85835,1433600,158000,38908465,4.7353E+11,2.61313E+13,4.6029E+12,1.57796E+11,12184.42348,107067618,..
432,Russian Federation,RUS,2002,100,100,100,2.91934E+12,6.02789E+11,19227731946,6818.8998,1039.064,20892156,345262,43.26536845,11.33699989,29.5359993,59.1269989,6.13177E+11,3.37927E+13,7.48412E+12,2.38728E+11,1.04745E+12,5.45421E+13,1.08192E+13,3.4511E+11,2.26738E+12,1.16668E+12,9.08128E+11,4.90067E+13,9.56997E+12,3.05262E+11,8.333129018,4.12149E+11,2.23692E+13,5.54167E+12,1.76768E+11,2836.421478,8.8566E+11,5.51458E+11,51.22067643,3.44835E+11,1.77677E+13,3.13567E+12,1.00021E+11,1.53037E+11,7.26758E+12,1.63426E+12,52129549691,31.34848333,145306046,0.25,0.35,85542,1510200,152900,38737139,4.99763E+11,2.75789E+13,5.83152E+12,1.86013E+11,12427.40674,106568907,..
433,Russian Federation,RUS,2003,100,100,100,2.86706E+12,7.26842E+11,23681805659,7012.584161,1113.381,22723072,350963,49.17684251,10.88300037,30.39100075,58.72600174,6.52527E+11,3.59614E+13,9.0587E+12,2.95149E+11,1.12387E+12,5.85214E+13,1.32082E+13,4.30348E+11,2.4328E+12,1.33851E+12,9.76148E+11,5.26774E+13,1.16198E+13,3.78592E+11,7.545482243,4.43248E+11,2.4057E+13,6.6923E+12,2.18047E+11,3064.315069,9.52487E+11,6.0809E+11,50.66763741,3.76045E+11,1.93758E+13,3.78457E+12,1.23308E+11,1.66503E+11,7.90708E+12,1.89767E+12,61829504535,30.692025,144648257,..,..,85500,1668900,155573,38515491,5.3748E+11,2.96603E+13,7.10834E+12,2.31602E+11,13526.86548,106132766,..
434,Russian Federation,RUS,2004,100,100,100,2.89676E+12,8.35089E+11,28986070500,7486.016582,1415.785,25948923,398958,54.53151992,10.15499973,29.74900055,60.09600067,7.17477E+11,3.95408E+13,1.14779E+13,3.984E+11,1.20452E+12,6.27208E+13,1.70272E+13,5.91017E+11,2.60738E+12,1.47401E+12,1.04061E+12,5.61562E+13,1.48588E+13,5.1575E+11,12.05340001,4.96674E+11,2.69567E+13,8.5881E+12,2.98094E+11,3447.521514,1.06729E+12,6.97132E+11,50.43756231,4.12556E+11,2.12571E+13,5.398E+12,1.87365E+11,1.79911E+11,8.54382E+12,2.59094E+12,89932097209,28.81374167,144067054,0.45,0.55,85286,1801600,164272,38295904,5.64698E+11,3.11623E+13,8.62568E+12,2.99399E+11,13691.87668,105771150,..
435,Russian Federation,RUS,2005,100,100,100,2.89243E+12,9.19693E+11,32515926387,7359.731288,1541.219,26522315,390824,61.44900898,10.17399979,29.7859993,60.04000092,7.87189E+11,4.33827E+13,1.44382E+13,5.10465E+11,1.28132E+12,6.672E+13,2.16098E+13,7.64017E+11,2.77363E+12,1.69673E+12,1.10297E+12,5.95212E+13,1.85177E+13,6.54695E+11,11.74208669,5.54994E+11,3.0122E+13,1.07923E+13,3.81564E+11,3867.056179,1.19262E+12,8.05946E+11,49.94177288,4.2942E+11,2.21259E+13,7.0511E+12,2.49293E+11,1.87894E+11,8.92293E+12,3.38846E+12,1.198E+11,28.28444167,143518523,..,..,85542,1801601,164262,38085510,6.10032E+11,3.3664E+13,1.05469E+13,3.72887E+11,14604.18821,105433013,..
436,Russian Federation,RUS,2006,100,100,100,2.96481E+12,1.03936E+12,38224311485,7669.572112,1926.295,28836949,421170,67.39030138,9.972999573,29.32999992,60.6969986,8.68133E+11,4.78436E+13,1.78097E+13,6.54985E+11,1.38579E+12,7.216E+13,2.69172E+13,9.89931E+11,2.99978E+12,2.13375E+12,1.19052E+12,6.42457E+13,2.29773E+13,8.45035E+11,12.04741793,6.21857E+11,3.37509E+13,1.31293E+13,4.82855E+11,4347.142347,1.3363E+12,9.65294E+11,48.77661618,4.48686E+11,2.31186E+13,8.55436E+12,3.14603E+11,2.00243E+11,9.50935E+12,4.11597E+12,1.51373E+11,27.19095833,143049528,0.66,0.77,..,1950000,173699,37896681,6.76431E+11,3.73281E+13,1.33836E+13,4.92208E+11,15963.58998,105152847,..
437,Russian Federation,RUS,2007,100,100,100,2.99204E+12,1.25639E+12,49114603324,8375.852381,1224.313,33187839,467670,73.46034711,8.994000435,29.18700027,61.81900024,9.93172E+11,5.47346E+13,2.19686E+13,8.58793E+11,1.50407E+12,7.83189E+13,3.32475E+13,1.29971E+12,3.25581E+12,2.3775E+12,1.29101E+12,6.96688E+13,2.84845E+13,1.11351E+12,14.23827248,7.10398E+11,3.85565E+13,1.62176E+13,6.33975E+11,4974.600812,1.52656E+12,1.12972E+12,48.77840439,4.70255E+11,2.423E+13,1.03806E+13,4.05795E+11,2.15306E+11,1.02247E+13,5.02524E+12,1.96446E+11,25.58084537,142805088,..,..,84158,2090337,173411,37767662,7.68571E+11,4.24128E+13,1.68475E+13,6.58601E+11,17380.0272,105037426,..
438,Russian Federation,RUS,2008,100,100,100,3.16344E+12,1.54926E+12,62337231538,9172.68224,2399.593,37940321,522577,83.8261661,8.645000458,28.9470005,62.40800095,1.07666E+12,5.93355E+13,2.75435E+13,1.10826E+12,1.583E+12,8.2429E+13,4.12768E+13,1.66084E+12,3.42667E+12,2.8782E+12,1.35836E+12,7.33033E+13,3.51827E+13,1.41564E+12,10.47695919,7.84826E+11,4.2596E+13,2.01836E+13,8.12123E+11,5498.203213,1.6865E+12,1.33916E+12,48.8981704,4.78961E+11,2.46785E+13,1.27079E+13,5.11323E+11,2.10737E+11,1.00077E+13,6.16394E+12,2.48017E+11,24.852875,142742350,0.86,0.89,84158,2400000,175800,37686835,8.23291E+11,4.54325E+13,2.09256E+13,8.41977E+11,18360.70441,105055515,..
439,Russian Federation,RUS,2009,100,100,100,3.2166E+12,1.58506E+12,49938278456,9777.953702,2305.548,34402844,475261,93.58967594,8.42800045,27.45700073,64.11499786,1.03506E+12,5.70433E+13,2.92696E+13,9.22156E+11,1.4592E+12,7.59824E+13,3.88072E+13,1.22264E+12,3.15868E+12,2.76812E+12,1.26674E+12,6.8359E+13,3.38313E+13,1.06588E+12,-5.12653818,7.44592E+11,4.04123E+13,2.12029E+13,6.6801E+11,5214.765112,1.60004E+12,1.33098E+12,54.63651075,4.29099E+11,2.21094E+13,1.1381E+13,3.58564E+11,1.79935E+11,8.54497E+12,5.00534E+12,1.57696E+11,31.74035833,142785342,..,..,85194,1865305,153500,37635360,7.79897E+11,4.30378E+13,2.08653E+13,6.57373E+11,17303.24395,105149982,..
440,Russian Federation,RUS,2010,100,100,100,2.83122E+12,1.54851E+12,50991688526,9277.058418,3531.583,43855539,523759,100,7.747000217,27.74399948,64.50900269,1.07069E+12,5.90067E+13,3.25146E+13,1.07069E+12,1.52492E+12,7.94044E+13,4.63085E+13,1.52492E+12,3.30093E+12,2.92812E+12,1.3185E+12,7.11522E+13,4.00401E+13,1.3185E+12,5.446756393,7.85148E+11,4.26135E+13,2.38433E+13,7.85148E+11,5496.33295,1.68719E+12,1.42693E+12,51.48795577,4.57469E+11,2.35712E+13,1.38924E+13,4.57469E+11,1.95425E+11,9.28057E+12,5.93466E+12,1.95425E+11,30.36791534,142849449,0.72,0.84,85292,2011308,139028,37587976,8.10039E+11,4.47012E+13,2.45992E+13,8.10039E+11,17698.24812,105261473,..
441,Russian Federation,RUS,2011,100,100,100,3.23361E+12,2.04103E+12,69464734874,10534.57107,3900.12005,50555805,596042,108.4404649,7.68599987,27.45299911,64.86100006,1.11671E+12,6.15428E+13,4.06922E+13,1.38492E+12,1.60551E+12,8.36008E+13,6.02825E+13,2.05166E+12,3.47538E+12,3.47538E+12,1.38458E+12,7.47185E+13,5.20841E+13,1.77264E+12,6.616849324,8.371E+11,4.54332E+13,3.01648E+13,1.02663E+12,5855.449915,1.79883E+12,1.79883E+12,50.03903244,4.86714E+11,2.50781E+13,1.76378E+13,6.00286E+11,2.12214E+11,1.00778E+13,6.97871E+12,2.37514E+11,29.38234137,142960868,..,..,85167,2127212,139842,37552961,8.40439E+11,4.63787E+13,3.24053E+13,1.10289E+12,18014.66173,105407907,..
442,Russian Federation,RUS,2012,100,100,100,3.19495E+12,2.18132E+12,70730803624,10815.80436,4132.144,58727125,636748,113.9435398,7.326000214,27.76799965,64.90599823,1.18955E+12,6.55572E+13,4.68958E+13,1.52063E+12,1.6642E+12,8.66572E+13,6.81639E+13,2.21026E+12,3.60244E+12,3.69239E+12,1.43561E+12,7.74721E+13,5.89962E+13,1.91299E+12,7.882034689,9.03081E+11,4.90142E+13,3.47398E+13,1.12646E+12,6306.355875,1.94061E+12,1.96415E+12,50.96511292,5.02628E+11,2.5898E+13,1.99422E+13,6.46639E+11,2.21903E+11,1.0538E+13,8.04268E+12,2.60789E+11,30.83983135,143201676,1,0.99,84249,2222388,144612,37531727,8.75898E+11,4.83355E+13,3.68727E+13,1.19562E+12,18582.54162,105669949,..
443,Russian Federation,RUS,2013,100,100,100,3.33959E+12,2.31143E+12,72601849540,11891.14031,4249.26882,64072322,678071,121.640048,6.992000103,27.72699928,65.28099823,1.23853E+12,6.82565E+13,5.22743E+13,1.64193E+12,1.69391E+12,8.82043E+13,7.31339E+13,2.29713E+12,3.66676E+12,3.76566E+12,1.46189E+12,7.88904E+13,6.38694E+13,2.00613E+12,5.201521707,9.50055E+11,5.15637E+13,3.87224E+13,1.21627E+12,6620.271207,2.04156E+12,1.80067E+12,52.94726877,5.01318E+11,2.58305E+13,2.06276E+13,6.4791E+11,2.23484E+11,1.0613E+13,8.27944E+12,2.60056E+11,31.83714364,143506911,..,..,85266,2172685,138517,37508401,9.00402E+11,4.96878E+13,4.09305E+13,1.28562E+12,19065.83786,105998510,..
444,Russian Federation,RUS,2014,100,100,100,3.3902E+12,2.80212E+12,73013427857,12540.7664,4413.55935,72189961,747804,131.1525061,6.723999977,27.51600075,65.75900269,1.25038E+12,6.89097E+13,5.65107E+13,1.47247E+12,1.70643E+12,8.88558E+13,7.91997E+13,2.06366E+12,3.69384E+12,3.76877E+12,1.47508E+12,7.96019E+13,6.89075E+13,1.79549E+12,1.93777731,9.68465E+11,5.25629E+13,4.23037E+13,1.10228E+12,6629.204949,2.08112E+12,1.87409E+12,53.41399294,5.02204E+11,2.58762E+13,2.21E+13,5.75849E+11,2.2516E+11,1.06926E+13,9.18447E+12,2.39315E+11,38.37820714,143819666,0.75,0.81,85266,2298564.1,223420,37465023,9.11603E+11,5.03059E+13,4.40054E+13,1.14662E+12,19144.82959,106354643,..
445,Russian Federation,RUS,2015,100,100,100,3.48784E+12,3.44189E+12,56482050545,12995.43656,4761.04707,76846126,767043,151.5262558,6.710000038,27.18099976,66.10900116,1.14822E+12,6.32795E+13,5.84454E+13,9.59101E+11,1.65816E+12,8.63428E+13,8.33872E+13,1.3684E+12,3.58937E+12,3.62175E+12,1.44176E+12,7.78042E+13,7.49209E+13,1.22947E+12,-9.732796539,8.74206E+11,4.74471E+13,4.36506E+13,7.16315E+11,5971.107265,1.87857E+12,1.82947E+12,52.3468882,4.90222E+11,2.52588E+13,2.48286E+13,4.07442E+11,2.1474E+11,1.01978E+13,1.05469E+13,1.73076E+11,60.93765011,144096870,..,..,85262,2304758.6,206513,37393138,8.88766E+11,4.90456E+13,4.66504E+13,7.65543E+11,18662.00131,106703732,..
446,Russian Federation,RUS,2016,100,100,100,3.60391E+12,3.60391E+12,53744788940,13422.35502,5863.19654,77458318,746446,162.1973973,6.717999935,26.94499969,66.33699799,1.10795E+12,6.10602E+13,6.10602E+13,9.10587E+11,1.65443E+12,8.61486E+13,8.61486E+13,1.28473E+12,3.5813E+12,3.6403E+12,1.43812E+12,7.76076E+13,7.76076E+13,1.15736E+12,-4.50575997,8.34816E+11,4.53092E+13,4.53092E+13,6.75693E+11,5691.623768,1.79392E+12,1.82146E+12,52.59425932,4.89585E+11,2.5226E+13,2.5226E+13,3.76193E+11,2.17207E+11,1.0315E+13,1.0315E+13,1.53826E+11,67.05593333,144342396,0.55,0.59,85375,2342589.5,..,37292301,8.83911E+11,4.87778E+13,4.87778E+13,7.27419E+11,18510.70048,107050095,..
447,Russian Federation,RUS,2017,..,..,..,3.64686E+12,3.69469E+12,63327313824,13671.63164,6845.22951,89373638,815708,168.1716639,6.699999809,26.87899971,66.42099762,1.13638E+12,6.26269E+13,6.47628E+13,1.11004E+12,1.68001E+12,8.74801E+13,9.20372E+13,1.57752E+12,3.63665E+12,3.8172E+12,1.46065E+12,7.88235E+13,8.30591E+13,1.42364E+12,3.332877208,8.6264E+11,4.68193E+13,4.82139E+13,8.2639E+11,5874.662336,1.85371E+12,1.89056E+12,52.385245,4.92361E+11,2.5369E+13,2.76542E+13,4.73995E+11,2.17403E+11,1.03242E+13,1.09692E+13,1.88013E+11,58.34280119,144495044,..,..,..,..,..,37146786,9.02574E+11,4.98076E+13,5.17102E+13,8.86317E+11,18950.79917,107348258,..
448,Singapore,SGP,1990,100,..,100,235100000,228000000,116905091.5,..,1652.5,7046400,30500,71.81661113,..,..,..,36301576824,49497200000,38260900000,19617956212,67580784745,92146400000,70507300000,36152027893,1.04653E+11,67640530140,62467913458,85175000000,67239700000,34476593345,7.450628133,30267033370,41269100000,31556500000,16180331231,9932.957735,36709504569,22940550746,44.75635856,17312944628,23606200000,21745600000,11149874378,13506637330,18416300000,17201500000,8819925140,1.812533333,3047132,..,..,..,..,..,0,45798899890,62446800000,45266100000,23209813875,..,3047132,..
449,Singapore,SGP,1991,100,..,100,215600000,196400000,113690303.9,36603.4021,1740.800049,7745500,35000,74.27683402,0.282000005,35.16799927,64.55000305,38645764576,52693500000,41354900000,23939160637,72099963330,98308300000,78557100000,45474442836,1.11651E+11,74565682268,66856032270,91158200000,75168100000,43512648336,6.119590686,32119251925,43794600000,34098600000,19738697540,10245.10417,38955975992,24982534976,43.40613388,18601026769,25362500000,25608200000,14823849493,14241657499,19418500000,19990200000,11571751085,1.72755,3135083,0.28,0.61,..,..,..,0,48870040337,66634300000,49363500000,28575108538,49422.34924,3135083,..
450,Singapore,SGP,1992,100,..,100,203500000,167600000,102885205.6,30027.73027,2179.899902,8477300,39100,75.95777165,0.317000002,34.63000107,65.0530014,40662706271,55443600000,44407500000,27260589319,77210121012,1.05276E+11,84962800000,52156414979,1.19564E+11,81670835092,71533553355,97536000000,80671100000,49521853898,5.779479662,33975577558,46325700000,36924900000,22667219153,10516.48206,41207428701,27255815242,43.460079,19539860653,26642600000,27413400000,16828360958,14568683535,19864400000,20678700000,12694106814,1.628966667,3230698,..,..,..,..,..,0,52638723872,71772900000,53090100000,32590607735,51607.22566,3230698,..
451,Singapore,SGP,1993,100,..,100,188800000,169200000,104715930.2,35065.54966,2813.399902,9271200,43100,77.69667265,0.245000005,33.88000107,65.875,45654272094,62249600000,51641100000,31960081693,86118151815,1.17422E+11,97989500000,60644572348,1.33359E+11,93260868694,79737880455,1.08723E+11,92425800000,57201262532,11.60198335,37917418409,51700400000,42832900000,26508788216,11443.41339,45988307717,31821486538,43.71172422,21363256326,29128800000,31474200000,19479019681,15976897690,21784500000,23969800000,14834632999,1.615790833,3313471,..,..,..,..,..,0,59038503850,80499000000,60782400000,37617526922,55605.09805,3313471,..
452,Singapore,SGP,1994,100,..,100,193600000,194900000,127602461.7,28634.89832,3245,9929400,46100,80.10537254,0.296999991,32.74300003,66.95999908,48364576458,65945100000,57647300000,37742110776,95526952695,1.30251E+11,1.12688E+11,73777792327,1.47929E+11,1.05652E+11,88608654199,1.20818E+11,1.05159E+11,68848042425,7.508065702,40764283095,55582100000,48575300000,31802605735,11922.69986,49441140076,35915185272,43.10593301,24426329300,33305300000,35262800000,23086814194,18004767143,24549500000,26613300000,17423923006,1.527444167,3419048,..,..,..,..,..,0,64637110378,88132700000,69700800000,45633625769,57818.70557,3419048,79.2442944
453,Singapore,SGP,1995,100,..,100,186400000,180300000,127204741.1,32920.85153,3686.899902,10779300,51600,81.48361259,0.240999997,30.96199989,68.79699707,50699963330,69129400000,61165200000,43153097220,1.02241E+11,1.39405E+11,1.24575E+11,87890009877,1.58326E+11,1.15435E+11,94896516318,1.29391E+11,1.16181E+11,81967546211,3.664848935,42258232490,57619100000,51021700000,35996684069,11989.83134,51253083172,38126323112,40.95651385,26754748808,36480100000,39216200000,27667701425,19812467913,27014300000,29869700000,21073585438,1.417375,3524506,0.33,0.85,..,..,..,0,68402200220,93266400000,76784300000,54172640045,57702.93721,3524506,79.25941591
454,Singapore,SGP,1996,100,..,100,192300000,203700000,144468085.1,40713.38847,4115,11840700,57200,82.61067805,0.194000006,30.24699974,69.55899811,54989218922,74977800000,67076300000,47571843972,1.09941E+11,1.49905E+11,1.35929E+11,96403758865,1.7025E+11,1.26396E+11,1.02247E+11,1.39414E+11,1.27489E+11,90417446809,6.403605749,44964283095,61308800000,54970700000,38986312057,12249.49849,54535128552,41704451024,40.44065555,28527539421,38897300000,42869100000,30403617021,20361276128,27762600000,31474100000,22322056738,1.410040833,3670704,..,..,..,..,..,0,74149248258,1.01103E+11,84415800000,59869361702,59699.16878,3670704,79.35014499
455,Singapore,SGP,1997,100,..,100,189400000,197600000,133081896.6,39093.52043,4740.799805,12980700,60700,84.26585419,0.189999998,30.375,69.43599701,58333700037,79538000000,72380100000,48747373384,1.19057E+11,1.62334E+11,1.48724E+11,1.00164E+11,1.84366E+11,1.39218E+11,1.10796E+11,1.5107E+11,1.39556E+11,93989628233,5.887083094,47611367803,64918100000,59372900000,39987136315,12542.3844,57745656885,45191792972,39.92166672,30413494683,41468800000,46175700000,31098935884,21236596993,28956100000,32927400000,22176320043,1.484805833,3796038,..,..,..,..,..,0,81034470114,1.10491E+11,93182500000,62757610453,62404.89618,3796038,78.43529339
456,Singapore,SGP,1998,100,..,100,173000000,159800000,95482791.59,11810.37983,4724,13331100,61700,84.04044109,0.56099999,29.82500076,69.61399841,57855958929,78886600000,70206000000,41949091778,1.16407E+11,1.58722E+11,1.4344E+11,85707636233,1.80264E+11,1.37597E+11,1.08788E+11,1.48332E+11,1.36154E+11,81353967495,-3.012411023,46177117712,62962500000,56433500000,33719825526,11758.2412,56006120352,43738237151,39.34284856,30511991199,41603100000,45971300000,27468510994,21081848185,28745100000,32524100000,19433616157,1.673601667,3927213,0.36,0.72,..,..,..,0,78888302164,1.07564E+11,90022900000,53789973709,59176.84235,3927213,76.05365493
457,Singapore,SGP,1999,100,..,100,171900000,162700000,95988200.59,10095.6007,5451,15282600,68400,84.05448411,0.654999971,29.11499977,70.23000336,62879207921,85735800000,74327100000,43850796460,1.23503E+11,1.68396E+11,1.4625E+11,86283126844,1.91251E+11,1.48218E+11,1.15275E+11,1.57178E+11,1.37513E+11,81128613569,9.068890212,50364869820,68672500000,60424400000,35648613569,12722.50416,61085253919,47848032761,41.31585731,32542060873,44371100000,45084300000,26598407080,23829042904,32490900000,33390000000,19699115044,1.694956667,3958723,..,..,..,..,..,0,83194059406,1.13435E+11,92266000000,54434218289,62133.00218,3958723,77.6505636
458,Singapore,SGP,2000,100,..,100,163600000,152200000,88283062.65,41411.38842,6004.887,16704341,71042,85.19899008,0.147,33.85699844,65.9960022,72885588559,99379500000,86365500000,50095997680,1.34491E+11,1.83379E+11,1.65218E+11,95833932715,2.08268E+11,1.65079E+11,1.25477E+11,1.71087E+11,1.5398E+11,89315429234,14.68389821,57760396040,78756300000,68636000000,39812064965,14340.12326,70054950428,55431096685,41.54276449,36228456179,49397500000,53637500000,31112238979,27438283828,37412100000,42726700000,24783468677,1.723963333,4027887,0.38,0.84,..,..,..,0,89404253759,1.21903E+11,1.0019E+11,58114907193,68730.50313,4027887,85.48737533
459,Singapore,SGP,2001,100,..,100,143100000,132200000,73784673.77,7273.032263,5773.731,16373648,72431,86.04859267,0.708000004,25.95199966,73.33999634,77402860286,1.05539E+11,91626200000,51139253223,1.33211E+11,1.81633E+11,1.59974E+11,89286208629,2.06284E+11,1.67233E+11,1.24581E+11,1.69867E+11,1.50411E+11,83948484679,6.661181391,61607920792,84002400000,72775200000,40617960596,14888.28954,74721437749,59838300811,45.491864,33216354969,45290500000,48552700000,27098677234,24254125413,33070500000,37387500000,20867053636,1.7917225,4138012,..,..,..,..,..,0,92671360469,1.26357E+11,1.01726E+11,56776022772,61996.75204,4138012,84.12965122
460,Singapore,SGP,2002,100,..,100,118600000,117400000,65564615.21,6307.582931,6772.231,17256872,72444,85.71156023,0.68900001,25.28800011,74.02300262,81293582692,1.10844E+11,95683500000,53436557578,1.38821E+11,1.89283E+11,1.6463E+11,91941192896,2.14972E+11,1.76952E+11,1.30081E+11,1.77366E+11,1.56003E+11,87123366469,4.94378732,64653685369,88155300000,76000800000,42444320340,15482.38972,78415506714,63731240970,46.16463959,34589732307,47163100000,50419200000,28157712499,26308104144,35871100000,40547700000,22644755948,1.790588333,4175950,0.38,0.85,..,..,..,0,96649431610,1.31782E+11,1.05467E+11,58900089356,65235.68962,4175950,82.89855422
461,Singapore,SGP,2003,100,..,100,108700000,103800000,59579841.58,5647.981353,6653.356,14172367,64117,86.14689379,0.713999987,25.1420002,74.14399719,81827062706,1.11571E+11,96021700000,55115199173,1.44978E+11,1.97678E+11,1.68996E+11,97001377569,2.24507E+11,1.88485E+11,1.35774E+11,1.85127E+11,1.59868E+11,91762369418,0.729054294,65125045838,88798000000,76494200000,43906669728,15826.92581,78987198333,65269630741,45.26396514,35034103410,47769000000,50775000000,29144185513,27096296296,36945800000,41504200000,23822867639,1.742183333,4114826,..,..,..,..,..,0,1.02097E+11,1.3921E+11,1.0899E+11,62558604064,69655.5503,4114826,84.95976233
462,Singapore,SGP,2004,100,..,100,108700000,108000000,63897763.58,5338.776478,7192.818,16995621,76253,87.57928162,0.741999984,24.0909996,75.16699982,85340080675,1.16361E+11,1.00655E+11,59552301503,1.58822E+11,2.16554E+11,1.93002E+11,1.14189E+11,2.45946E+11,2.12162E+11,1.486E+11,2.02616E+11,1.83307E+11,1.08453E+11,5.016441812,68392005867,93252500000,80372800000,47552242338,16414.09191,82949545176,69263456940,41.64361417,38616574991,52653700000,60994100000,36086912791,30848038137,42061300000,51732000000,30607028754,1.690228333,4166664,0.55,0.89,..,..,..,0,1.10955E+11,1.51287E+11,1.22205E+11,72302212756,73348.32449,4166664,89.2977919
