Economy,Predicted Steel Production per capita,Year,Population,Predicted Steel Production
CT,0.0007209590618885836,2000,21966.528,15.836967419829303
CT,0.0007831586547357342,2001,22108.715,17.31463149733575
CT,0.0007850137225475412,2002,22262.297000000002,17.47620864042896
CT,0.0007839084814300576,2003,22419.785,17.575059613338386
CT,0.0007833756370894106,2004,22570.229,17.680967522128892
CT,0.000785724779496897,2005,22705.718999999903,17.84044605459343
CT,0.0007927083042222521,2006,22823.846,18.092652258489835
CT,0.0007809763677738046,2007,22927.222,17.905618560703665
CT,0.0008090361993435281,2008,23019.042,18.623238252209045
CT,0.0008660214489696398,2009,23104.542,20.0090289406199
CT,0.0008264698190999959,2010,23187.556,19.163815212691024
CT,0.000836360194761858,2011,23268.76,19.46106464546693
CT,0.0008630492556249404,2012,23346.897999999903,20.149522940051327
CT,0.000902711919679241,2013,23421.582000000002,21.14294124914476
CT,0.0009162173185077629,2014,23491.976000000002,21.523755257168723
CT,0.0009778056063839346,2015,23557.472999999904,23.034629171638073
CT,0.001020126653422171,2016,23618.201,24.093556345982176
CT,0.00104386671019797,2017,23674.546000000002,24.713070448450512
CT,0.0010764329295880517,2018,23726.46,25.539942846553725
THA,1.3178116007536422e-05,1990,56558.195999999996,0.7453304680649824
THA,1.8503506062156145e-05,1991,57232.471,1.0590013741006756
THA,2.0331143268537583e-05,1992,57811.025,1.175364231776008
THA,2.1316947214424172e-05,1993,58337.773,1.2435832276480596
THA,2.4839708648281773e-05,1994,58875.275,1.4624446775874678
THA,3.15258202296903e-05,1995,59467.272000000004,1.8747545266220957
THA,3.2338288649781236e-05,1996,60130.19,1.9445074407861893
THA,2.9328926901568988e-05,1997,60846.587999999996,1.7845651316618847
THA,2.148541299941218e-05,1998,61585.102999999996,1.323181372566338
THA,2.6228900391399118e-05,1999,62298.569,1.634022960827705
THA,2.8672538670380507e-05,2000,62952.639,1.805011976130004
THA,2.747608560633604e-05,2001,63539.19,1.745808223797251
THA,3.4215724471322204e-05,2002,64069.093,2.192170433215518
THA,4.6357659675325856e-05,2003,64549.867,2.992380766473547
THA,5.22228183595348e-05,2004,64995.303,3.3942379027919274
THA,5.722205887734397e-05,2005,65416.189000000006,3.743249018489461
